transfer_id,city_id,source_store_id,source_store_name,destination_store_id,destination_store_name,sku_id,sku_name,category,recommended_quantity,source_doc_before,source_doc_after,destination_doc_before,destination_doc_after,destination_risk_score,hours_to_stockout,transfer_distance_km,transfer_cost,projected_source_stock,projected_destination_stock,estimated_lost_sales_avoided,reason
442,1,5,BEN_DS_05,7,BEN_DS_07,142,FRUI_EXOT_22,Fruits & Vegetables,104,5.79,3.85,1.73,3.4,23,31.1,3.79,25.68,206,211,6656.0,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 3.8km within configured limit.
443,1,9,BEN_DS_09,8,BEN_DS_08,133,FRUI_DAIL_13,Fruits & Vegetables,102,7.21,5.65,1.73,3.47,23,31.1,2.21,23.31,371,204,9093.3,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.7d). Distance is 2.2km within configured limit.
444,1,4,BEN_DS_04,10,BEN_DS_10,72,SNAC_BISC_12,Snacks,108,9.04,7.08,1.66,3.47,23,29.9,1.13,21.7,390,207,18555.48,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.1d). Distance is 1.1km within configured limit.
445,1,4,BEN_DS_04,10,BEN_DS_10,264,BABY_BABY_24,Baby Care,32,5.58,3.64,1.69,3.43,23,30.4,1.13,21.7,60,63,4064.0,Destination projected to breach safety stock within 30.4h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 1.1km within configured limit.
446,2,16,DEL_DS_06,14,DEL_DS_04,60,BEVE_WATE_30,Beverages,80,8.12,6.36,1.72,3.48,23,31.0,7.3,30.96,289,158,11720.0,Destination projected to breach safety stock within 31.0h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.4d). Distance is 7.3km within configured limit.
447,2,16,DEL_DS_06,14,DEL_DS_04,108,PACK_SAUC_18,Packaged Foods,40,6.47,4.77,1.69,3.47,23,30.4,7.3,30.96,112,78,7773.2,Destination projected to breach safety stock within 30.4h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.8d). Distance is 7.3km within configured limit.
448,2,16,DEL_DS_06,14,DEL_DS_04,111,PACK_NOOD_21,Packaged Foods,48,6.3,4.61,1.67,3.45,23,30.1,7.3,30.96,131,93,7123.2,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.6d). Distance is 7.3km within configured limit.
449,2,15,DEL_DS_05,16,DEL_DS_06,101,PACK_NOOD_11,Packaged Foods,72,12.81,10.21,1.71,3.49,23,30.8,4.65,26.98,283,141,9426.96,Destination projected to breach safety stock within 30.8h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 10.2d). Distance is 4.7km within configured limit.
450,2,17,DEL_DS_07,16,DEL_DS_06,137,FRUI_EXOT_17,Fruits & Vegetables,168,4.81,2.95,1.73,3.42,23,31.1,10.39,35.58,267,340,4282.32,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 10.4km within configured limit.
451,2,12,DEL_DS_02,16,DEL_DS_06,152,STAP_RICE_02,Staples,66,4.61,2.9,1.71,3.34,23,30.8,5.1,27.65,112,135,15260.52,Destination projected to breach safety stock within 30.8h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 5.1km within configured limit.
452,2,18,DEL_DS_08,16,DEL_DS_06,254,BABY_BABY_14,Baby Care,24,10.26,8.92,1.67,2.73,23,30.1,5.55,28.33,160,62,4263.84,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.9d). Distance is 5.6km within configured limit.
453,2,20,DEL_DS_10,17,DEL_DS_07,79,SNAC_CHOC_19,Snacks,120,11.02,8.75,1.65,3.44,23,29.7,3.43,25.15,462,230,13291.2,Destination projected to breach safety stock within 29.7h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.8d). Distance is 3.4km within configured limit.
454,2,20,DEL_DS_10,17,DEL_DS_07,252,BABY_BABY_12,Baby Care,64,24.31,22.0,1.72,3.44,23,31.0,3.43,25.15,608,128,38398.08,Destination projected to breach safety stock within 31.0h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 22.0d). Distance is 3.4km within configured limit.
455,2,15,DEL_DS_05,18,DEL_DS_08,92,PACK_PAST_02,Packaged Foods,48,7.3,5.22,1.65,3.34,23,29.7,2.4,23.6,120,95,2520.48,Destination projected to breach safety stock within 29.7h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.2d). Distance is 2.4km within configured limit.
456,2,12,DEL_DS_02,18,DEL_DS_08,269,BABY_DIAP_29,Baby Care,24,5.16,3.8,1.69,3.26,23,30.4,0.72,21.08,67,50,14053.2,Destination projected to breach safety stock within 30.4h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.8d). Distance is 0.7km within configured limit.
457,2,19,DEL_DS_09,20,DEL_DS_10,14,DAIR_CHEE_14,Dairy,120,8.07,6.62,1.81,3.44,23,32.6,2.12,23.18,547,253,22891.2,Destination projected to breach safety stock within 32.6h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.6d). Distance is 2.1km within configured limit.
458,3,28,MUM_DS_08,21,MUM_DS_01,145,FRUI_CUT _25,Fruits & Vegetables,84,4.3,2.81,1.69,2.88,23,30.4,8.05,32.08,159,204,5564.16,Destination projected to breach safety stock within 30.4h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 8.1km within configured limit.
459,3,23,MUM_DS_03,22,MUM_DS_02,22,DAIR_CURD_22,Dairy,108,5.36,3.62,1.69,3.35,23,30.4,5.8,28.7,225,218,5803.92,Destination projected to breach safety stock within 30.4h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 5.8km within configured limit.
460,3,24,MUM_DS_04,22,MUM_DS_02,25,DAIR_PANE_25,Dairy,168,11.51,5.43,1.67,3.4,23,30.1,6.53,29.79,343,330,31212.72,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.4d). Distance is 6.5km within configured limit.
461,3,24,MUM_DS_04,22,MUM_DS_02,138,FRUI_DAIL_18,Fruits & Vegetables,132,11.13,8.42,1.67,3.44,23,30.1,6.53,29.79,411,257,2992.44,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.4d). Distance is 6.5km within configured limit.
462,3,28,MUM_DS_08,22,MUM_DS_02,270,BABY_BABY_30,Baby Care,32,8.04,5.57,1.65,3.54,23,29.7,16.85,45.28,72,60,18979.84,Destination projected to breach safety stock within 29.7h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.6d). Distance is 16.9km within configured limit.
463,3,26,MUM_DS_06,23,MUM_DS_03,15,DAIR_PANE_15,Dairy,104,4.59,2.99,1.73,3.3,23,31.1,3.81,25.72,193,219,5308.16,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 3.8km within configured limit.
464,3,28,MUM_DS_08,23,MUM_DS_03,137,FRUI_EXOT_17,Fruits & Vegetables,168,5.56,3.47,1.72,3.43,23,31.0,11.06,36.59,279,336,4282.32,Destination projected to breach safety stock within 31.0h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 11.1km within configured limit.
465,3,21,MUM_DS_01,23,MUM_DS_03,141,FRUI_FRES_21,Fruits & Vegetables,112,4.55,2.89,1.67,3.26,23,30.1,8.81,33.21,194,229,2182.88,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 8.8km within configured limit.
466,3,30,MUM_DS_10,23,MUM_DS_03,146,FRUI_FRES_26,Fruits & Vegetables,48,4.33,3.06,1.68,2.53,23,30.2,5.93,28.9,115,142,1682.88,Destination projected to breach safety stock within 30.2h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 5.9km within configured limit.
467,3,24,MUM_DS_04,23,MUM_DS_03,150,FRUI_CUT _30,Fruits & Vegetables,72,6.41,3.9,1.66,3.4,23,29.9,0.92,21.38,112,141,7044.48,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 0.9km within configured limit.
468,3,28,MUM_DS_08,23,MUM_DS_03,152,STAP_RICE_02,Staples,42,4.24,2.96,1.7,2.75,23,30.6,11.06,36.59,97,110,9711.24,Destination projected to breach safety stock within 30.6h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 11.1km within configured limit.
469,3,30,MUM_DS_10,23,MUM_DS_03,161,STAP_ATTA_11,Staples,32,5.71,3.14,1.66,3.43,23,29.9,5.93,28.9,39,62,13621.44,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 5.9km within configured limit.
470,3,24,MUM_DS_04,23,MUM_DS_03,162,STAP_RICE_12,Staples,72,17.7,15.3,1.68,3.42,23,30.2,0.92,21.38,459,142,13321.44,Destination projected to breach safety stock within 30.2h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 15.3d). Distance is 0.9km within configured limit.
471,3,24,MUM_DS_04,23,MUM_DS_03,175,STAP_SPIC_25,Staples,16,6.8,3.03,1.69,2.48,23,30.4,0.92,21.38,45,50,5653.28,Destination projected to breach safety stock within 30.4h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 0.9km within configured limit.
472,3,24,MUM_DS_04,23,MUM_DS_03,241,BABY_DIAP_01,Baby Care,66,6.57,4.2,1.72,3.39,23,31.0,0.92,21.38,117,134,35362.8,Destination projected to breach safety stock within 31.0h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 0.9km within configured limit.
473,3,29,MUM_DS_09,25,MUM_DS_05,49,BEVE_ENER_19,Beverages,132,6.95,3.47,1.65,3.41,23,29.7,4.46,26.69,299,256,5583.6,Destination projected to breach safety stock within 29.7h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 4.5km within configured limit.
474,3,23,MUM_DS_03,25,MUM_DS_05,113,PACK_SAUC_23,Packaged Foods,24,4.95,3.93,1.66,2.63,23,29.9,11.98,37.97,92,65,4817.76,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.9d). Distance is 12.0km within configured limit.
475,3,23,MUM_DS_03,25,MUM_DS_05,258,BABY_BABY_18,Baby Care,24,4.35,3.09,1.73,3.22,23,31.1,11.98,37.97,59,52,13254.96,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 12.0km within configured limit.
476,3,30,MUM_DS_10,26,MUM_DS_06,13,DAIR_BUTT_13,Dairy,140,6.82,4.2,1.66,3.47,23,29.9,2.99,24.48,224,269,16973.6,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.2d). Distance is 3.0km within configured limit.
477,3,30,MUM_DS_10,26,MUM_DS_06,26,DAIR_MILK_26,Dairy,90,6.93,4.3,1.65,3.45,23,29.7,2.99,24.48,147,172,7038.9,Destination projected to breach safety stock within 29.7h (DoC: 1.6d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.3d). Distance is 3.0km within configured limit.
478,3,30,MUM_DS_10,26,MUM_DS_06,27,DAIR_CURD_27,Dairy,120,11.62,9.08,1.73,3.5,23,31.1,2.99,24.48,428,238,12399.6,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 9.1d). Distance is 3.0km within configured limit.
479,3,30,MUM_DS_10,26,MUM_DS_06,53,BEVE_TEA _23,Beverages,8,5.81,2.79,1.67,1.76,23,30.1,2.99,24.48,163,167,291.2,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 3.0km within configured limit.
480,3,22,MUM_DS_02,26,MUM_DS_06,116,PACK_NOOD_26,Packaged Foods,48,4.1,2.93,1.67,2.9,23,30.1,7.34,31.01,120,113,4174.08,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 7.3km within configured limit.
481,3,30,MUM_DS_10,26,MUM_DS_06,157,STAP_RICE_07,Staples,36,6.6,4.4,1.73,3.28,23,31.1,2.99,24.48,72,76,5157.0,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.4d). Distance is 3.0km within configured limit.
482,3,22,MUM_DS_02,26,MUM_DS_06,175,STAP_SPIC_25,Staples,24,4.12,3.04,1.71,2.89,23,30.8,7.34,31.01,67,59,8479.92,Destination projected to breach safety stock within 30.8h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 7.3km within configured limit.
483,3,27,MUM_DS_07,26,MUM_DS_06,247,BABY_BABY_07,Baby Care,56,6.47,4.02,1.67,3.36,23,30.1,11.43,37.14,92,111,22632.96,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.0d). Distance is 11.4km within configured limit.
484,3,27,MUM_DS_07,28,MUM_DS_08,104,PACK_BREA_14,Packaged Foods,60,10.24,8.25,1.73,3.49,23,31.1,1.68,22.52,248,119,5898.0,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.2d). Distance is 1.7km within configured limit.
485,3,27,MUM_DS_07,28,MUM_DS_08,108,PACK_SAUC_18,Packaged Foods,36,5.06,2.84,1.67,3.54,23,30.1,1.68,22.52,46,68,6995.88,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.8d). Distance is 1.7km within configured limit.
486,3,27,MUM_DS_07,28,MUM_DS_08,149,FRUI_SEAS_29,Fruits & Vegetables,96,10.62,8.57,1.7,3.5,23,30.6,1.68,22.52,401,187,9982.08,Destination projected to breach safety stock within 30.6h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 8.6d). Distance is 1.7km within configured limit.
487,3,21,MUM_DS_01,29,MUM_DS_09,76,SNAC_CHIP_16,Snacks,96,4.73,2.95,1.73,3.35,23,31.1,7.23,30.85,159,198,6202.56,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.0d). Distance is 7.2km within configured limit.
488,3,25,MUM_DS_05,29,MUM_DS_09,82,SNAC_BISC_22,Snacks,124,5.09,2.92,1.67,3.51,23,30.1,4.46,26.69,167,237,20331.04,Destination projected to breach safety stock within 30.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 4.5km within configured limit.
489,3,25,MUM_DS_05,29,MUM_DS_09,86,SNAC_CHIP_26,Snacks,40,4.02,3.06,1.71,2.55,23,30.8,4.46,26.69,128,121,4541.6,Destination projected to breach safety stock within 30.8h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.1d). Distance is 4.5km within configured limit.
490,3,28,MUM_DS_08,29,MUM_DS_09,165,STAP_SPIC_15,Staples,18,5.84,2.92,1.73,2.3,23,31.1,15.06,42.59,72,73,5343.12,Destination projected to breach safety stock within 31.1h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 2.9d). Distance is 15.1km within configured limit.
491,4,39,HYD_DS_09,32,HYD_DS_02,42,BEVE_COLD_12,Beverages,120,4.87,3.47,1.69,3.46,23,30.4,2.84,24.27,299,234,6540.0,Destination projected to breach safety stock within 30.4h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.5d). Distance is 2.8km within configured limit.
492,4,38,HYD_DS_08,39,HYD_DS_09,91,PACK_NOOD_01,Packaged Foods,24,7.36,5.46,1.72,3.04,23,31.0,1.62,22.43,69,55,5764.32,Destination projected to breach safety stock within 31.0h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 5.5d). Distance is 1.6km within configured limit.
493,4,38,HYD_DS_08,39,HYD_DS_09,176,STAP_ATTA_26,Staples,24,5.5,3.44,1.71,3.29,23,30.8,1.62,22.43,40,50,6803.28,Destination projected to breach safety stock within 30.8h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 1.6km within configured limit.
494,4,38,HYD_DS_08,40,HYD_DS_10,95,PACK_READ_05,Packaged Foods,24,6.07,4.63,1.66,2.84,23,29.9,6.81,30.22,77,58,3202.32,Destination projected to breach safety stock within 29.9h (DoC: 1.7d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.6d). Distance is 6.8km within configured limit.
495,3,23,MUM_DS_03,22,MUM_DS_02,298,PET _PET _28,Pet Care,16,4.7,3.38,1.2,2.4,22,21.6,5.8,28.7,41,32,8709.6,Destination projected to breach safety stock within 21.6h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.4d). Distance is 5.8km within configured limit.
496,2,20,DEL_DS_10,17,DEL_DS_07,279,PET _DOG _09,Pet Care,24,6.89,4.13,1.29,3.24,22,23.2,3.43,25.15,36,40,5805.36,Destination projected to breach safety stock within 23.2h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 4.1d). Distance is 3.4km within configured limit.
497,2,15,DEL_DS_05,16,DEL_DS_06,237,HOUS_DISH_27,Household,12,5.7,3.63,1.28,2.68,22,23.0,4.65,26.98,21,23,2874.24,Destination projected to breach safety stock within 23.0h (DoC: 1.3d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.6d). Distance is 4.7km within configured limit.
498,3,28,MUM_DS_08,21,MUM_DS_01,240,HOUS_REPE_30,Household,12,15.2,12.35,1.23,3.7,22,22.1,8.05,32.08,52,18,2237.5,Destination projected to breach safety stock within 22.1h (DoC: 1.2d). Source retains surplus stock above protection threshold (Post-transfer DoC: 12.3d). Distance is 8.1km within configured limit.
499,1,6,BEN_DS_06,1,BEN_DS_01,76,SNAC_CHIP_16,Snacks,88,5.38,3.18,1.78,3.52,22,32.0,4.18,26.27,127,178,5685.68,Destination projected to breach safety stock within 32.0h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 3.2d). Distance is 4.2km within configured limit.
500,1,7,BEN_DS_07,3,BEN_DS_03,51,BEVE_JUIC_21,Beverages,76,8.52,6.93,1.79,3.5,22,32.2,7.2,30.79,331,156,6270.0,Destination projected to breach safety stock within 32.2h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 6.9d). Distance is 7.2km within configured limit.
501,1,2,BEN_DS_02,3,BEN_DS_03,101,PACK_NOOD_11,Packaged Foods,60,9.38,7.79,1.76,3.44,22,31.7,4.77,27.16,295,123,7855.8,Destination projected to breach safety stock within 31.7h (DoC: 1.8d). Source retains surplus stock above protection threshold (Post-transfer DoC: 7.8d). Distance is 4.8km within configured limit.
